text,drug1,drug2,ddi,ddi_type
because there is a theoretical basis that these effects may be additive  use of drug1-containing or drug2 ( like drug0 or drug0 ) and drug0 within 24 hours of each other should be avoided .,ergotamine,ergot-type medications,FALSE,none
because there is a theoretical basis that these effects may be additive  use of drug1-containing or drug0 ( like drug2 or drug0 ) and drug0 within 24 hours of each other should be avoided .,ergotamine,dihydroergotamine,FALSE,none
because there is a theoretical basis that these effects may be additive  use of drug1-containing or drug0 ( like drug0 or drug2 ) and drug0 within 24 hours of each other should be avoided .,ergotamine,methysergide,FALSE,none
because there is a theoretical basis that these effects may be additive  use of drug1-containing or drug0 ( like drug0 or drug0 ) and drug2 within 24 hours of each other should be avoided .,ergotamine,sumatriptan,TRUE,advise
because there is a theoretical basis that these effects may be additive  use of drug0-containing or drug1 ( like drug2 or drug0 ) and drug0 within 24 hours of each other should be avoided .,ergot-type medications,dihydroergotamine,FALSE,none
because there is a theoretical basis that these effects may be additive  use of drug0-containing or drug1 ( like drug0 or drug2 ) and drug0 within 24 hours of each other should be avoided .,ergot-type medications,methysergide,FALSE,none
because there is a theoretical basis that these effects may be additive  use of drug0-containing or drug1 ( like drug0 or drug0 ) and drug2 within 24 hours of each other should be avoided .,ergot-type medications,sumatriptan,TRUE,advise
because there is a theoretical basis that these effects may be additive  use of drug0-containing or drug0 ( like drug1 or drug2 ) and drug0 within 24 hours of each other should be avoided .,dihydroergotamine,methysergide,FALSE,none
because there is a theoretical basis that these effects may be additive  use of drug0-containing or drug0 ( like drug1 or drug0 ) and drug2 within 24 hours of each other should be avoided .,dihydroergotamine,sumatriptan,TRUE,advise
because there is a theoretical basis that these effects may be additive  use of drug0-containing or drug0 ( like drug0 or drug1 ) and drug2 within 24 hours of each other should be avoided .,methysergide,sumatriptan,TRUE,advise
drug1 reduce drug2 clearance  significantly increasing systemic exposure .,mao-a inhibitors,sumatriptan,TRUE,mechanism
therefore  the use of drug1 tablets in patients receiving drug2 is contraindicated . drug0 ( drug0 ) ( e.g.  drug0  drug0  drug0  drug0 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,sumatriptan succinate,mao-a inhibitors,TRUE,advise
therefore  the use of drug1 tablets in patients receiving drug0 is contraindicated . drug2 ( drug0 ) ( e.g.  drug0  drug0  drug0  drug0 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,sumatriptan succinate,selective serotonin reuptake inhibitors,FALSE,none
therefore  the use of drug1 tablets in patients receiving drug0 is contraindicated . drug0 ( drug2 ) ( e.g.  drug0  drug0  drug0  drug0 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,sumatriptan succinate,ssris,FALSE,none
therefore  the use of drug1 tablets in patients receiving drug0 is contraindicated . drug0 ( drug0 ) ( e.g.  drug2  drug0  drug0  drug0 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,sumatriptan succinate,fluoxetine,FALSE,none
therefore  the use of drug1 tablets in patients receiving drug0 is contraindicated . drug0 ( drug0 ) ( e.g.  drug0  drug2  drug0  drug0 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,sumatriptan succinate,fluvoxamine,FALSE,none
therefore  the use of drug1 tablets in patients receiving drug0 is contraindicated . drug0 ( drug0 ) ( e.g.  drug0  drug0  drug2  drug0 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,sumatriptan succinate,paroxetine,FALSE,none
therefore  the use of drug1 tablets in patients receiving drug0 is contraindicated . drug0 ( drug0 ) ( e.g.  drug0  drug0  drug0  drug2 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,sumatriptan succinate,sertraline,FALSE,none
therefore  the use of drug1 tablets in patients receiving drug0 is contraindicated . drug0 ( drug0 ) ( e.g.  drug0  drug0  drug0  drug0 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug2 .,sumatriptan succinate,sumatriptan,FALSE,none
therefore  the use of drug0 succinate tablets in patients receiving drug1 is contraindicated . drug2 ( drug0 ) ( e.g.  drug0  drug0  drug0  drug0 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,mao-a inhibitors,selective serotonin reuptake inhibitors,FALSE,none
therefore  the use of drug0 succinate tablets in patients receiving drug1 is contraindicated . drug0 ( drug2 ) ( e.g.  drug0  drug0  drug0  drug0 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,mao-a inhibitors,ssris,FALSE,none
therefore  the use of drug0 succinate tablets in patients receiving drug1 is contraindicated . drug0 ( drug0 ) ( e.g.  drug2  drug0  drug0  drug0 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,mao-a inhibitors,fluoxetine,FALSE,none
therefore  the use of drug0 succinate tablets in patients receiving drug1 is contraindicated . drug0 ( drug0 ) ( e.g.  drug0  drug2  drug0  drug0 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,mao-a inhibitors,fluvoxamine,FALSE,none
therefore  the use of drug0 succinate tablets in patients receiving drug1 is contraindicated . drug0 ( drug0 ) ( e.g.  drug0  drug0  drug2  drug0 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,mao-a inhibitors,paroxetine,FALSE,none
therefore  the use of drug0 succinate tablets in patients receiving drug1 is contraindicated . drug0 ( drug0 ) ( e.g.  drug0  drug0  drug0  drug2 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,mao-a inhibitors,sertraline,FALSE,none
therefore  the use of drug2 succinate tablets in patients receiving drug1 is contraindicated . drug0 ( drug0 ) ( e.g.  drug0  drug0  drug0  drug0 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,mao-a inhibitors,sumatriptan,FALSE,none
therefore  the use of drug0 succinate tablets in patients receiving drug0 is contraindicated . drug1 ( drug0 ) ( e.g.  drug2  drug0  drug0  drug0 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,selective serotonin reuptake inhibitors,fluoxetine,FALSE,none
therefore  the use of drug0 succinate tablets in patients receiving drug0 is contraindicated . drug1 ( drug0 ) ( e.g.  drug0  drug2  drug0  drug0 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,selective serotonin reuptake inhibitors,fluvoxamine,FALSE,none
therefore  the use of drug0 succinate tablets in patients receiving drug0 is contraindicated . drug1 ( drug0 ) ( e.g.  drug0  drug0  drug2  drug0 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,selective serotonin reuptake inhibitors,paroxetine,FALSE,none
therefore  the use of drug0 succinate tablets in patients receiving drug0 is contraindicated . drug1 ( drug0 ) ( e.g.  drug0  drug0  drug0  drug2 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,selective serotonin reuptake inhibitors,sertraline,FALSE,none
therefore  the use of drug2 succinate tablets in patients receiving drug0 is contraindicated . drug1 ( drug0 ) ( e.g.  drug0  drug0  drug0  drug0 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,selective serotonin reuptake inhibitors,sumatriptan,TRUE,effect
therefore  the use of drug0 succinate tablets in patients receiving drug0 is contraindicated . drug0 ( drug1 ) ( e.g.  drug2  drug0  drug0  drug0 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,ssris,fluoxetine,FALSE,none
therefore  the use of drug0 succinate tablets in patients receiving drug0 is contraindicated . drug0 ( drug1 ) ( e.g.  drug0  drug2  drug0  drug0 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,ssris,fluvoxamine,FALSE,none
therefore  the use of drug0 succinate tablets in patients receiving drug0 is contraindicated . drug0 ( drug1 ) ( e.g.  drug0  drug0  drug2  drug0 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,ssris,paroxetine,FALSE,none
therefore  the use of drug0 succinate tablets in patients receiving drug0 is contraindicated . drug0 ( drug1 ) ( e.g.  drug0  drug0  drug0  drug2 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,ssris,sertraline,FALSE,none
therefore  the use of drug2 succinate tablets in patients receiving drug0 is contraindicated . drug0 ( drug1 ) ( e.g.  drug0  drug0  drug0  drug0 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,ssris,sumatriptan,TRUE,effect
therefore  the use of drug2 succinate tablets in patients receiving drug0 is contraindicated . drug0 ( drug0 ) ( e.g.  drug1  drug0  drug0  drug0 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,fluoxetine,sumatriptan,TRUE,effect
therefore  the use of drug2 succinate tablets in patients receiving drug0 is contraindicated . drug0 ( drug0 ) ( e.g.  drug0  drug1  drug0  drug0 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,fluvoxamine,sumatriptan,TRUE,effect
therefore  the use of drug2 succinate tablets in patients receiving drug0 is contraindicated . drug0 ( drug0 ) ( e.g.  drug0  drug0  drug1  drug0 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,paroxetine,sumatriptan,TRUE,effect
therefore  the use of drug2 succinate tablets in patients receiving drug0 is contraindicated . drug0 ( drug0 ) ( e.g.  drug0  drug0  drug0  drug1 ) have been reported  rarely  to cause weakness  hyperreflexia  and incoordination when coadministered with drug0 .,sertraline,sumatriptan,TRUE,effect
if concomitant treatment with drug1 and an drug2 is clinically warranted  appropriate observation of the patient is advised .,sumatriptan,ssri,TRUE,advise
co-administration of drug1 with strong inhibitors of the cyp3a4 family ( e.g.  drug2  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0 ) may increases drug0 concentrations .,sutent,ketoconazole,TRUE,mechanism
co-administration of drug1 with strong inhibitors of the cyp3a4 family ( e.g.  drug0  drug2  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0 ) may increases drug0 concentrations .,sutent,itraconazole,TRUE,mechanism
co-administration of drug1 with strong inhibitors of the cyp3a4 family ( e.g.  drug0  drug0  drug2  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0 ) may increases drug0 concentrations .,sutent,clarithromycin,TRUE,mechanism
co-administration of drug1 with strong inhibitors of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug2  drug0  drug0  drug0  drug0  drug0  drug0  drug0 ) may increases drug0 concentrations .,sutent,atazanavir,TRUE,mechanism
co-administration of drug1 with strong inhibitors of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug0  drug2  drug0  drug0  drug0  drug0  drug0  drug0 ) may increases drug0 concentrations .,sutent,indinavir,TRUE,mechanism
co-administration of drug1 with strong inhibitors of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug0  drug0  drug2  drug0  drug0  drug0  drug0  drug0 ) may increases drug0 concentrations .,sutent,nefazodone,TRUE,mechanism
co-administration of drug1 with strong inhibitors of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug0  drug0  drug0  drug2  drug0  drug0  drug0  drug0 ) may increases drug0 concentrations .,sutent,nelfinavir,TRUE,mechanism
co-administration of drug1 with strong inhibitors of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug2  drug0  drug0  drug0 ) may increases drug0 concentrations .,sutent,ritonavir,TRUE,mechanism
co-administration of drug1 with strong inhibitors of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug2  drug0  drug0 ) may increases drug0 concentrations .,sutent,saquinavir,TRUE,mechanism
co-administration of drug1 with strong inhibitors of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug2  drug0 ) may increases drug0 concentrations .,sutent,telithromycin,TRUE,mechanism
co-administration of drug1 with strong inhibitors of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug2 ) may increases drug0 concentrations .,sutent,voriconizole,TRUE,mechanism
co-administration of drug1 with strong inhibitors of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0 ) may increases drug2 concentrations .,sutent,sunitinib,FALSE,none
co-administration of drug0 with strong inhibitors of the cyp3a4 family ( e.g.  drug1  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0 ) may increases drug2 concentrations .,ketoconazole,sunitinib,FALSE,none
co-administration of drug0 with strong inhibitors of the cyp3a4 family ( e.g.  drug0  drug1  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0 ) may increases drug2 concentrations .,itraconazole,sunitinib,FALSE,none
co-administration of drug0 with strong inhibitors of the cyp3a4 family ( e.g.  drug0  drug0  drug1  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0 ) may increases drug2 concentrations .,clarithromycin,sunitinib,FALSE,none
co-administration of drug0 with strong inhibitors of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug1  drug0  drug0  drug0  drug0  drug0  drug0  drug0 ) may increases drug2 concentrations .,atazanavir,sunitinib,FALSE,none
co-administration of drug0 with strong inhibitors of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug0  drug1  drug0  drug0  drug0  drug0  drug0  drug0 ) may increases drug2 concentrations .,indinavir,sunitinib,FALSE,none
co-administration of drug0 with strong inhibitors of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug0  drug0  drug1  drug0  drug0  drug0  drug0  drug0 ) may increases drug2 concentrations .,nefazodone,sunitinib,FALSE,none
co-administration of drug0 with strong inhibitors of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug0  drug0  drug0  drug1  drug0  drug0  drug0  drug0 ) may increases drug2 concentrations .,nelfinavir,sunitinib,FALSE,none
co-administration of drug0 with strong inhibitors of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug1  drug0  drug0  drug0 ) may increases drug2 concentrations .,ritonavir,sunitinib,FALSE,none
co-administration of drug0 with strong inhibitors of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug1  drug0  drug0 ) may increases drug2 concentrations .,saquinavir,sunitinib,FALSE,none
co-administration of drug0 with strong inhibitors of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug1  drug0 ) may increases drug2 concentrations .,telithromycin,sunitinib,FALSE,none
co-administration of drug0 with strong inhibitors of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug0  drug1 ) may increases drug2 concentrations .,voriconizole,sunitinib,FALSE,none
co-administration of drug1 with inducers of the cyp3a4 family ( e.g.  drug2  drug0  drug0  drug0  drug0  drug0  drug0  st. johns wort ) may decrease drug0 concentrations .,sutent,dexamethasone,TRUE,mechanism
co-administration of drug1 with inducers of the cyp3a4 family ( e.g.  drug0  drug2  drug0  drug0  drug0  drug0  drug0  st. johns wort ) may decrease drug0 concentrations .,sutent,phenytoin,TRUE,mechanism
co-administration of drug1 with inducers of the cyp3a4 family ( e.g.  drug0  drug0  drug2  drug0  drug0  drug0  drug0  st. johns wort ) may decrease drug0 concentrations .,sutent,carbamazepine,TRUE,mechanism
co-administration of drug1 with inducers of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug2  drug0  drug0  drug0  st. johns wort ) may decrease drug0 concentrations .,sutent,rifampin,TRUE,mechanism
co-administration of drug1 with inducers of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug0  drug2  drug0  drug0  st. johns wort ) may decrease drug0 concentrations .,sutent,rifabutin,TRUE,mechanism
co-administration of drug1 with inducers of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug0  drug0  drug2  drug0  st. johns wort ) may decrease drug0 concentrations .,sutent,rifapentin,TRUE,mechanism
co-administration of drug1 with inducers of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug0  drug0  drug0  drug2  st. johns wort ) may decrease drug0 concentrations .,sutent,phenobarbital,TRUE,mechanism
co-administration of drug1 with inducers of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug0  drug0  drug0  drug0  st. johns wort ) may decrease drug2 concentrations .,sutent,sunitinib,FALSE,none
co-administration of drug0 with inducers of the cyp3a4 family ( e.g.  drug1  drug0  drug0  drug0  drug0  drug0  drug0  st. johns wort ) may decrease drug2 concentrations .,dexamethasone,sunitinib,FALSE,none
co-administration of drug0 with inducers of the cyp3a4 family ( e.g.  drug0  drug1  drug0  drug0  drug0  drug0  drug0  st. johns wort ) may decrease drug2 concentrations .,phenytoin,sunitinib,FALSE,none
co-administration of drug0 with inducers of the cyp3a4 family ( e.g.  drug0  drug0  drug1  drug0  drug0  drug0  drug0  st. johns wort ) may decrease drug2 concentrations .,carbamazepine,sunitinib,FALSE,none
co-administration of drug0 with inducers of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug1  drug0  drug0  drug0  st. johns wort ) may decrease drug2 concentrations .,rifampin,sunitinib,FALSE,none
co-administration of drug0 with inducers of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug0  drug1  drug0  drug0  st. johns wort ) may decrease drug2 concentrations .,rifabutin,sunitinib,FALSE,none
co-administration of drug0 with inducers of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug0  drug0  drug1  drug0  st. johns wort ) may decrease drug2 concentrations .,rifapentin,sunitinib,FALSE,none
co-administration of drug0 with inducers of the cyp3a4 family ( e.g.  drug0  drug0  drug0  drug0  drug0  drug0  drug1  st. johns wort ) may decrease drug2 concentrations .,phenobarbital,sunitinib,FALSE,none
other eye drops or medications such as drug1 ( drug0 ) and drug2 ( drug0  isopto drug0 ) may decrease the effects of drug0 ophthalmic .,acetylcholine chloride,carbachol,FALSE,none
other eye drops or medications such as drug1 ( drug0 ) and drug0 ( drug2  isopto drug0 ) may decrease the effects of drug0 ophthalmic .,acetylcholine chloride,carboptic,FALSE,none
other eye drops or medications such as drug1 ( drug0 ) and drug0 ( drug0  drug2 ) may decrease the effects of drug0 ophthalmic .,acetylcholine chloride,isopto carbachol,FALSE,none
other eye drops or medications such as drug1 ( drug0 ) and drug0 ( drug0  isopto drug0 ) may decrease the effects of drug2 ophthalmic .,acetylcholine chloride,suprofen,TRUE,effect
other eye drops or medications such as drug0 ( drug1 ) and drug2 ( drug0  isopto drug0 ) may decrease the effects of drug0 ophthalmic .,miochol,carbachol,FALSE,none
other eye drops or medications such as drug0 ( drug1 ) and drug0 ( drug2  isopto drug0 ) may decrease the effects of drug0 ophthalmic .,miochol,carboptic,FALSE,none
other eye drops or medications such as drug0 ( drug1 ) and drug0 ( drug0  drug2 ) may decrease the effects of drug0 ophthalmic .,miochol,isopto carbachol,FALSE,none
other eye drops or medications such as drug0 ( drug1 ) and drug0 ( drug0  isopto drug0 ) may decrease the effects of drug2 ophthalmic .,miochol,suprofen,TRUE,effect
other eye drops or medications such as drug0 ( drug0 ) and drug1 ( drug2  isopto drug0 ) may decrease the effects of drug0 ophthalmic .,carbachol,carboptic,FALSE,none
other eye drops or medications such as drug0 ( drug0 ) and drug1 ( drug0  drug2 ) may decrease the effects of drug0 ophthalmic .,carbachol,isopto carbachol,FALSE,none
other eye drops or medications such as drug0 ( drug0 ) and drug1 ( drug0  isopto drug0 ) may decrease the effects of drug2 ophthalmic .,carbachol,suprofen,TRUE,effect
other eye drops or medications such as drug0 ( drug0 ) and drug0 ( drug1  isopto drug0 ) may decrease the effects of drug2 ophthalmic .,carboptic,suprofen,TRUE,effect
other eye drops or medications such as drug0 ( drug0 ) and drug0 ( drug0  drug1 ) may decrease the effects of drug2 ophthalmic .,isopto carbachol,suprofen,TRUE,effect
however  interactions may be expected and drug1 capsules should not be used in combination with other drug2 .,flomax,alpha-adrenergic blocking agents,TRUE,advise
the pharmacokinetic interaction between drug1 and drug2 capsules was investigated .,cimetidine,flomax,FALSE,none
therefore  drug1 capsules should be used with caution in combination with drug2  particularly at doses higher than 0.4 mg .,flomax,cimetidine,TRUE,advise
results from limited in vitro and in vivo drug-drug interaction studies between drug1 and drug2 are inconclusive .,tamsulosin hci,warfarin,FALSE,none
therefore  caution should be exercised with concomitant administration of drug1 and drug2 capsules .,warfarin,flomax,TRUE,advise
administration of drug1 decreases oral clearance of drug2 by about 5 % .,valproic acid,temozolomide,TRUE,mechanism
patients studied in clinical trials of drug1 were routinely treated with drug2 and drug0 .,tnkase,heparin,FALSE,none
patients studied in clinical trials of drug1 were routinely treated with drug0 and drug2 .,tnkase,aspirin,FALSE,none
patients studied in clinical trials of drug0 were routinely treated with drug1 and drug2 .,heparin,aspirin,FALSE,none
drug1 ( such as drug2 and drug0 antagonists ) and drugs that alter platelet function ( such as drug0  drug0  and gp iib/iiia inhibitors ) may increase the risk of bleeding if administered prior to  during  or after drug0 therapy .,anticoagulants,heparin,FALSE,none
drug1 ( such as drug0 and drug2 ) and drugs that alter platelet function ( such as drug0  drug0  and gp iib/iiia inhibitors ) may increase the risk of bleeding if administered prior to  during  or after drug0 therapy .,anticoagulants,vitamin k antagonists,FALSE,none
drug1 ( such as drug0 and drug0 antagonists ) and drugs that alter platelet function ( such as drug2  drug0  and gp iib/iiia inhibitors ) may increase the risk of bleeding if administered prior to  during  or after drug0 therapy .,anticoagulants,acetylsalicylic acid,FALSE,none
drug1 ( such as drug0 and drug0 antagonists ) and drugs that alter platelet function ( such as drug0  drug2  and gp iib/iiia inhibitors ) may increase the risk of bleeding if administered prior to  during  or after drug0 therapy .,anticoagulants,dipyridamole,FALSE,none
drug1 ( such as drug0 and drug0 antagonists ) and drugs that alter platelet function ( such as drug0  drug0  and gp iib/iiia inhibitors ) may increase the risk of bleeding if administered prior to  during  or after drug2 therapy .,anticoagulants,tnkase,TRUE,effect
drug0 ( such as drug1 and drug2 ) and drugs that alter platelet function ( such as drug0  drug0  and gp iib/iiia inhibitors ) may increase the risk of bleeding if administered prior to  during  or after drug0 therapy .,heparin,vitamin k antagonists,FALSE,none
drug0 ( such as drug1 and drug0 antagonists ) and drugs that alter platelet function ( such as drug2  drug0  and gp iib/iiia inhibitors ) may increase the risk of bleeding if administered prior to  during  or after drug0 therapy .,heparin,acetylsalicylic acid,FALSE,none
drug0 ( such as drug1 and drug0 antagonists ) and drugs that alter platelet function ( such as drug0  drug2  and gp iib/iiia inhibitors ) may increase the risk of bleeding if administered prior to  during  or after drug0 therapy .,heparin,dipyridamole,FALSE,none
drug0 ( such as drug1 and drug0 antagonists ) and drugs that alter platelet function ( such as drug0  drug0  and gp iib/iiia inhibitors ) may increase the risk of bleeding if administered prior to  during  or after drug2 therapy .,heparin,tnkase,TRUE,effect
drug0 ( such as drug0 and drug1 ) and drugs that alter platelet function ( such as drug2  drug0  and gp iib/iiia inhibitors ) may increase the risk of bleeding if administered prior to  during  or after drug0 therapy .,vitamin k antagonists,acetylsalicylic acid,FALSE,none
drug0 ( such as drug0 and drug1 ) and drugs that alter platelet function ( such as drug0  drug2  and gp iib/iiia inhibitors ) may increase the risk of bleeding if administered prior to  during  or after drug0 therapy .,vitamin k antagonists,dipyridamole,FALSE,none
drug0 ( such as drug0 and drug1 ) and drugs that alter platelet function ( such as drug0  drug0  and gp iib/iiia inhibitors ) may increase the risk of bleeding if administered prior to  during  or after drug2 therapy .,vitamin k antagonists,tnkase,TRUE,effect
drug0 ( such as drug0 and drug0 antagonists ) and drugs that alter platelet function ( such as drug1  drug0  and gp iib/iiia inhibitors ) may increase the risk of bleeding if administered prior to  during  or after drug2 therapy .,acetylsalicylic acid,tnkase,TRUE,effect
drug0 ( such as drug0 and drug0 antagonists ) and drugs that alter platelet function ( such as drug0  drug1  and gp iib/iiia inhibitors ) may increase the risk of bleeding if administered prior to  during  or after drug2 therapy .,dipyridamole,tnkase,TRUE,effect
in a study in which 34 different drugs were tested  therapeutically relevant concentrations of drug1  sodium drug0 and drug2 displaced protein-bound drug0 in fresh human serum to a small but significant extent .,tolbutamide,sulfamethizole,FALSE,none
in a study in which 34 different drugs were tested  therapeutically relevant concentrations of drug1  sodium drug0 and drug0 displaced protein-bound drug2 in fresh human serum to a small but significant extent .,tolbutamide,teniposide,TRUE,mechanism
in a study in which 34 different drugs were tested  therapeutically relevant concentrations of drug0  drug1 and drug2 displaced protein-bound drug0 in fresh human serum to a small but significant extent .,sodium salicylate,sulfamethizole,FALSE,none
in a study in which 34 different drugs were tested  therapeutically relevant concentrations of drug0  drug1 and drug0 displaced protein-bound drug2 in fresh human serum to a small but significant extent .,sodium salicylate,teniposide,TRUE,mechanism
in a study in which 34 different drugs were tested  therapeutically relevant concentrations of drug0  sodium drug0 and drug1 displaced protein-bound drug2 in fresh human serum to a small but significant extent .,sulfamethizole,teniposide,TRUE,mechanism
therefore  caution should be used in administering drug1 ( drug2 injection ) to patients receiving these other agents .,vumon,teniposide,FALSE,none
there was no change in the plasma kinetics of drug1 when coadministered with drug2 .,teniposide,methotrexate,FALSE,none
an increase in intracellular levels of drug1 was observed in vitro in the presence of drug2 .,methotrexate,teniposide,TRUE,mechanism
in vitro studies with human liver microsomes showed that drug1 does not inhibit the metabolism of drug2  ethinyldrug0  ethoxydrug0  and drug0 .,terbinafine,tolbutamide,FALSE,none
in vitro studies with human liver microsomes showed that drug1 does not inhibit the metabolism of drug0  drug2  ethoxydrug0  and drug0 .,terbinafine,ethinylestradiol,FALSE,none
in vitro studies with human liver microsomes showed that drug1 does not inhibit the metabolism of drug0  ethinyldrug0  drug2  and drug0 .,terbinafine,ethoxycoumarin,FALSE,none
in vitro studies with human liver microsomes showed that drug1 does not inhibit the metabolism of drug0  ethinyldrug0  ethoxydrug0  and drug2 .,terbinafine,cyclosporine,FALSE,none
in vitro studies with human liver microsomes showed that drug0 does not inhibit the metabolism of drug0  ethinyldrug0  drug1  and drug2 .,ethoxycoumarin,cyclosporine,FALSE,none
this may be of clinical relevance for compounds predominantly metabolized by this enzyme  such as drug1  -blockers  drug2 ( drug0 )  and drug0 ( mao-is ) type b  if they have a narrow therapeutic window .,tricyclic antidepressants,selective serotonin reuptake inhibitors,FALSE,none
this may be of clinical relevance for compounds predominantly metabolized by this enzyme  such as drug1  -blockers  drug0 ( drug2 )  and drug0 ( mao-is ) type b  if they have a narrow therapeutic window .,tricyclic antidepressants,ssris,FALSE,none
this may be of clinical relevance for compounds predominantly metabolized by this enzyme  such as drug1  -blockers  drug0 ( drug0 )  and drug0 ( mao-is ) type b  if they have a narrow therapeutic window .,tricyclic antidepressants,monoamine oxidase inhibitors (mao-is) type b,FALSE,none
this may be of clinical relevance for compounds predominantly metabolized by this enzyme  such as drug0 drug0  -blockers  drug1 ( drug0 )  and drug0 ( mao-is ) type b  if they have a narrow therapeutic window .,selective serotonin reuptake inhibitors,monoamine oxidase inhibitors (mao-is) type b,FALSE,none
this may be of clinical relevance for compounds predominantly metabolized by this enzyme  such as drug0 drug0  -blockers  drug0 ( drug1 )  and drug0 ( mao-is ) type b  if they have a narrow therapeutic window .,ssris,monoamine oxidase inhibitors (mao-is) type b,FALSE,none
drug1 decreases the clearance of drug2 by 19 % .,terbinafine,caffeine,TRUE,mechanism
drug1 increases the clearance of drug2 by 15 % .,terbinafine,cyclosporine,TRUE,mechanism
drug1 clearance is increased 100 % by drug2  a cyp450 enzyme inducer  and decreased 33 % by drug0  a cyp450 enzyme inhibitor .,terbinafine,rifampin,TRUE,mechanism
